Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-001036,2022-03-21,2022-03-27,First Class,CUS-2521,William Taylor,Corporate,Germany,Frankfurt,Frankfurt,Europe,PRD-1125,Technology,Phones,Samsung Galaxy S21,6524.38,8,0.19,488.76
ORD-004374,2022-03-21,2022-03-28,Same Day,CUS-9667,James Thomas,Consumer,United Kingdom,Manchester,Manchester,Europe,PRD-2650,Office Supplies,Storage,File Box,190.36,5,0.17,34.22
ORD-000960,2022-03-21,2022-03-26,First Class,CUS-7084,Linda Williams,Home Office,Brazil,Fortaleza,Fortaleza,South America,PRD-1125,Technology,Phones,Samsung Galaxy S21,4629.18,9,0.09,195.46
ORD-004466,2022-03-21,2022-03-23,Standard Class,CUS-8902,Richard Garcia,Home Office,India,Bangalore,Bangalore,Asia Pacific,PRD-6662,Technology,Computers,Lenovo ThinkPad,7766.13,9,0.08,706.65
ORD-003194,2022-03-21,2022-03-28,Standard Class,CUS-3698,William Smith,Consumer,Australia,Sydney,Sydney,Asia Pacific,PRD-9908,Furniture,Furnishings,Bookshelf,566.81,5,0.05,133.76
ORD-003305,2022-03-21,2022-03-25,Standard Class,CUS-8685,Sarah Taylor,Consumer,Germany,Berlin,Berlin,Europe,PRD-6669,Office Supplies,Art,Highlighters,206.66,9,0.16,53.62
ORD-001228,2022-03-21,2022-03-26,First Class,CUS-5971,Thomas Taylor,Consumer,United States,New York,New York,North America,PRD-1357,Office Supplies,Binders,3-Ring Binder,97.83,8,0.2,20.15
ORD-003695,2022-03-21,2022-03-23,Same Day,CUS-5665,Jane Williams,Consumer,Argentina,Rosario,Rosario,South America,PRD-9908,Furniture,Furnishings,Bookshelf,801.5,8,0.12,55.38
ORD-004851,2022-03-21,2022-03-22,First Class,CUS-1767,Mary Wilson,Consumer,United States,Phoenix,Phoenix,North America,PRD-0739,Furniture,Chairs,Office Chair,3239.13,10,0.03,900.98
ORD-001879,2022-03-21,2022-03-22,Standard Class,CUS-2317,Richard Miller,Consumer,Chile,Santiago,Santiago,South America,PRD-6662,Technology,Computers,Lenovo ThinkPad,7462.7,9,0.01,579.11
ORD-000179,2022-03-21,2022-03-26,Second Class,CUS-6375,Thomas Brown,Consumer,United States,Dallas,Dallas,North America,PRD-7727,Office Supplies,Paper,Legal Pad,160.42,8,0.25,42.9
ORD-001438,2022-03-21,2022-03-26,Same Day,CUS-9879,David Thomas,Corporate,Mexico,Puebla,Puebla,North America,PRD-2119,Furniture,Furnishings,Wall Shelf,1763.01,9,0.07,335.52
ORD-001658,2022-03-21,2022-03-26,Standard Class,CUS-7159,Robert Wilson,Home Office,Japan,Sapporo,Sapporo,Asia Pacific,PRD-4129,Furniture,Chairs,Conference Chair,1441.65,5,0.08,393.1
ORD-000837,2022-03-22,2022-03-24,Same Day,CUS-3295,Mary Jackson,Home Office,United States,Austin,Austin,North America,PRD-6424,Furniture,Chairs,Executive Chair,3195.39,9,0.13,470.75
ORD-002255,2022-03-22,2022-03-26,Same Day,CUS-1512,Linda Jones,Home Office,Japan,Nagoya,Nagoya,Asia Pacific,PRD-4342,Furniture,Furnishings,Cabinet,671.16,6,0.04,203.08
ORD-001213,2022-03-22,2022-03-25,Second Class,CUS-8276,William Brown,Home Office,Brazil,Salvador,Salvador,South America,PRD-8950,Office Supplies,Storage,Cabinet Organizer,185.47,5,0.01,-6.74
ORD-001423,2022-03-22,2022-03-27,Second Class,CUS-6206,David Moore,Home Office,United Kingdom,Leeds,Leeds,Europe,PRD-4553,Technology,Phones,OnePlus 9,7640.58,7,0.01,1275.84
ORD-003622,2022-03-22,2022-03-27,Standard Class,CUS-6296,Mary Anderson,Consumer,France,Lyon,Lyon,Europe,PRD-8531,Technology,Accessories,Wireless Mouse,448.35,7,0.02,71.38
ORD-004156,2022-03-22,2022-03-25,Standard Class,CUS-4125,David Brown,Consumer,China,Shanghai,Shanghai,Asia Pacific,PRD-2650,Office Supplies,Storage,File Box,121.98,4,0.06,24.44
ORD-001629,2022-03-22,2022-03-28,First Class,CUS-7396,James Jackson,Corporate,Australia,Perth,Perth,Asia Pacific,PRD-2294,Technology,Computers,MacBook Pro,2819.2,4,0.23,252.76
ORD-004055,2022-03-23,2022-03-29,First Class,CUS-4158,James Brown,Home Office,Brazil,Salvador,Salvador,South America,PRD-2734,Technology,Computers,HP Desktop,6609.55,7,0.03,340.72
ORD-004302,2022-03-23,2022-03-25,Same Day,CUS-5946,Thomas Davis,Home Office,Mexico,Mexico City,Mexico City,North America,PRD-8531,Technology,Accessories,Wireless Mouse,416.43,7,0.13,37.26
ORD-002123,2022-03-23,2022-03-26,Second Class,CUS-2601,Mary Smith,Home Office,Brazil,São Paulo,São Paulo,South America,PRD-6424,Furniture,Chairs,Executive Chair,2206.75,10,0.02,212.99
ORD-003922,2022-03-23,2022-03-29,Standard Class,CUS-9065,Mary Williams,Consumer,Germany,Berlin,Berlin,Europe,PRD-4129,Furniture,Chairs,Conference Chair,1282.03,4,0.09,301.44
ORD-002899,2022-03-23,2022-03-27,First Class,CUS-2531,Thomas Davis,Consumer,Canada,Vancouver,Vancouver,North America,PRD-8950,Office Supplies,Storage,Cabinet Organizer,366.72,9,0.16,112.73
ORD-002761,2022-03-24,2022-03-30,First Class,CUS-7891,Patricia Anderson,Home Office,China,Shanghai,Shanghai,Asia Pacific,PRD-2913,Technology,Phones,Motorola Edge,1722.49,3,0.15,197.46
ORD-003250,2022-03-24,2022-03-25,First Class,CUS-7767,David Williams,Home Office,United Kingdom,Manchester,Manchester,Europe,PRD-6228,Office Supplies,Binders,Index Binder,17.87,1,0.01,7.4
ORD-002762,2022-03-24,2022-03-30,Same Day,CUS-9585,Richard Johnson,Home Office,United States,Philadelphia,Philadelphia,North America,PRD-6662,Technology,Computers,Lenovo ThinkPad,11010.81,9,0.09,1731.83
ORD-004201,2022-03-24,2022-03-27,Standard Class,CUS-4555,Michael Johnson,Corporate,France,Lyon,Lyon,Europe,PRD-4553,Technology,Phones,OnePlus 9,3239.39,4,0.15,317.41
ORD-004147,2022-03-24,2022-03-30,Second Class,CUS-2205,Richard Taylor,Home Office,France,Lyon,Lyon,Europe,PRD-1357,Office Supplies,Binders,3-Ring Binder,113.43,7,0.05,37.59
ORD-003933,2022-03-24,2022-03-25,Second Class,CUS-8777,Sarah Taylor,Consumer,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-7039,Technology,Phones,Google Pixel 6,2576.46,5,0.1,103.27
ORD-004951,2022-03-24,2022-03-26,First Class,CUS-2666,Richard Jackson,Home Office,Argentina,La Plata,La Plata,South America,PRD-9908,Furniture,Furnishings,Bookshelf,484.82,4,0.11,-22.4
ORD-000412,2022-03-24,2022-03-31,Same Day,CUS-4148,James Taylor,Consumer,United Kingdom,Birmingham,Birmingham,Europe,PRD-4129,Furniture,Chairs,Conference Chair,1377.8,5,0.13,242.49
ORD-002789,2022-03-25,2022-03-30,Standard Class,CUS-6098,David Miller,Home Office,Chile,La Serena,La Serena,South America,PRD-4723,Technology,Computers,Dell Laptop,1711.72,2,0.11,102.96
ORD-001416,2022-03-25,2022-03-31,Same Day,CUS-1917,James Williams,Home Office,Italy,Naples,Naples,Europe,PRD-5263,Technology,Phones,iPhone 13,10574.14,9,0.04,577.88
ORD-002564,2022-03-25,2022-03-30,Second Class,CUS-3548,Robert Thomas,Consumer,Argentina,Buenos Aires,Buenos Aires,South America,PRD-2421,Furniture,Tables,Office Desk,3132.39,7,0.01,-87.05
ORD-002933,2022-03-25,2022-04-01,First Class,CUS-3380,Emily Davis,Consumer,Argentina,Mendoza,Mendoza,South America,PRD-1465,Technology,Computers,ASUS VivoBook,4424.55,6,0.1,131.0
ORD-001978,2022-03-25,2022-04-01,Second Class,CUS-1653,Lisa Anderson,Home Office,Mexico,Guadalajara,Guadalajara,North America,PRD-1612,Office Supplies,Storage,Shelf,170.35,4,0.05,50.04
ORD-003241,2022-03-25,2022-03-27,Same Day,CUS-8964,Mary Jackson,Home Office,Chile,La Serena,La Serena,South America,PRD-7495,Office Supplies,Art,Art Supplies,201.63,10,0.09,34.43
ORD-000286,2022-03-25,2022-03-29,Standard Class,CUS-9914,Richard Garcia,Home Office,Canada,Calgary,Calgary,North America,PRD-3599,Furniture,Tables,Standing Desk,2614.41,5,0.01,573.63
ORD-001384,2022-03-26,2022-03-30,First Class,CUS-5761,Jane Garcia,Corporate,Canada,Vancouver,Vancouver,North America,PRD-7357,Office Supplies,Storage,Storage Box,337.84,7,0.1,63.8
ORD-004971,2022-03-26,2022-03-27,Standard Class,CUS-6640,Richard Garcia,Consumer,Australia,Brisbane,Brisbane,Asia Pacific,PRD-6662,Technology,Computers,Lenovo ThinkPad,2607.54,3,0.11,374.35
ORD-002875,2022-03-26,2022-03-30,First Class,CUS-5377,Jane Wilson,Corporate,Chile,Antofagasta,Antofagasta,South America,PRD-2119,Furniture,Furnishings,Wall Shelf,374.93,4,0.22,22.38
ORD-003027,2022-03-26,2022-03-27,Second Class,CUS-3572,William Moore,Consumer,United States,Dallas,Dallas,North America,PRD-2421,Furniture,Tables,Office Desk,3133.51,5,0.04,663.83
ORD-000708,2022-03-26,2022-03-29,First Class,CUS-9946,Robert Wilson,Consumer,Canada,Montreal,Montreal,North America,PRD-5263,Technology,Phones,iPhone 13,1551.85,2,0.19,141.38
ORD-002490,2022-03-26,2022-03-29,Second Class,CUS-5934,Thomas Davis,Home Office,Italy,Rome,Rome,Europe,PRD-4553,Technology,Phones,OnePlus 9,10011.39,10,0.09,582.7
ORD-003229,2022-03-26,2022-03-30,First Class,CUS-8087,James Wilson,Corporate,China,Chengdu,Chengdu,Asia Pacific,PRD-5995,Furniture,Tables,Coffee Table,2767.08,7,0.14,380.85
ORD-000139,2022-03-26,2022-04-01,First Class,CUS-2680,Michael Wilson,Corporate,Brazil,Salvador,Salvador,South America,PRD-7727,Office Supplies,Paper,Legal Pad,110.28,8,0.18,9.84
ORD-004996,2022-03-26,2022-03-30,Standard Class,CUS-6016,Robert Smith,Consumer,India,Mumbai,Mumbai,Asia Pacific,PRD-5995,Furniture,Tables,Coffee Table,3342.96,9,0.16,517.74
ORD-004571,2022-03-26,2022-03-31,Standard Class,CUS-5805,William Wilson,Corporate,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-5635,Technology,Accessories,Webcam,248.56,7,0.08,15.36
ORD-001803,2022-03-26,2022-03-28,Same Day,CUS-7157,John Miller,Consumer,Mexico,Monterrey,Monterrey,North America,PRD-9753,Furniture,Furnishings,Desk Lamp,973.27,5,0.09,131.8
ORD-000230,2022-03-26,2022-03-31,First Class,CUS-8492,Nancy Brown,Consumer,United States,Phoenix,Phoenix,North America,PRD-2734,Technology,Computers,HP Desktop,5555.79,5,0.15,520.63
ORD-000833,2022-03-27,2022-04-01,Second Class,CUS-1046,Robert Smith,Corporate,Chile,Antofagasta,Antofagasta,South America,PRD-0692,Office Supplies,Paper,Copy Paper,105.39,9,0.29,13.42
ORD-004504,2022-03-27,2022-03-29,Second Class,CUS-1848,Lisa Williams,Consumer,China,Shenzhen,Shenzhen,Asia Pacific,PRD-2119,Furniture,Furnishings,Wall Shelf,1135.3,9,0.1,245.05
ORD-002646,2022-03-27,2022-03-31,First Class,CUS-7002,Michael Miller,Consumer,China,Guangzhou,Guangzhou,Asia Pacific,PRD-9402,Office Supplies,Paper,Notebook,119.27,9,0.13,28.13
ORD-003946,2022-03-27,2022-04-02,Same Day,CUS-6271,Linda Johnson,Consumer,France,Lyon,Lyon,Europe,PRD-4342,Furniture,Furnishings,Cabinet,1300.67,9,0.12,265.59
ORD-001328,2022-03-27,2022-03-30,First Class,CUS-1298,Michael Williams,Home Office,Canada,Montreal,Montreal,North America,PRD-4129,Furniture,Chairs,Conference Chair,3123.35,8,0.03,557.62
ORD-000128,2022-03-27,2022-04-03,Standard Class,CUS-8391,Patricia Smith,Consumer,France,Toulouse,Toulouse,Europe,PRD-9402,Office Supplies,Paper,Notebook,234.6,10,0.16,64.6
ORD-001755,2022-03-27,2022-04-03,Second Class,CUS-1613,Nancy Garcia,Corporate,Mexico,Guadalajara,Guadalajara,North America,PRD-5635,Technology,Accessories,Webcam,345.87,6,0.06,42.34
ORD-002333,2022-03-28,2022-04-04,Same Day,CUS-6738,Richard Jackson,Corporate,United Kingdom,Birmingham,Birmingham,Europe,PRD-5726,Office Supplies,Art,Pens,72.6,3,0.3,11.98
ORD-001365,2022-03-28,2022-04-04,Same Day,CUS-3722,James Wilson,Consumer,Germany,Berlin,Berlin,Europe,PRD-4723,Technology,Computers,Dell Laptop,11333.58,9,0.19,1102.68
ORD-001432,2022-03-28,2022-04-03,Second Class,CUS-7444,Patricia Smith,Consumer,Germany,Munich,Munich,Europe,PRD-1622,Office Supplies,Art,Pencils,237.36,7,0.1,61.65
ORD-003121,2022-03-28,2022-04-04,First Class,CUS-2455,Jane Smith,Home Office,Canada,Montreal,Montreal,North America,PRD-4553,Technology,Phones,OnePlus 9,847.2,1,0.12,88.5
ORD-003259,2022-03-28,2022-04-01,Second Class,CUS-7336,Emily Wilson,Consumer,Australia,Perth,Perth,Asia Pacific,PRD-4129,Furniture,Chairs,Conference Chair,1368.41,5,0.09,301.02
ORD-000951,2022-03-28,2022-03-29,Same Day,CUS-4677,Robert Taylor,Consumer,Australia,Perth,Perth,Asia Pacific,PRD-6662,Technology,Computers,Lenovo ThinkPad,2184.97,2,0.05,247.84
ORD-003460,2022-03-28,2022-03-30,Second Class,CUS-1579,Patricia Miller,Home Office,Brazil,Salvador,Salvador,South America,PRD-4553,Technology,Phones,OnePlus 9,1129.58,2,0.12,64.56
ORD-000854,2022-03-29,2022-03-31,Standard Class,CUS-6610,Nancy Miller,Corporate,Canada,Calgary,Calgary,North America,PRD-2294,Technology,Computers,MacBook Pro,10255.18,9,0.21,1068.74
ORD-003466,2022-03-29,2022-04-01,Same Day,CUS-1225,Emily Thomas,Corporate,Canada,Vancouver,Vancouver,North America,PRD-0692,Office Supplies,Paper,Copy Paper,148.26,7,0.2,35.87
ORD-000437,2022-03-29,2022-04-02,Second Class,CUS-7476,Robert Davis,Corporate,Chile,Valparaíso,Valparaíso,South America,PRD-1465,Technology,Computers,ASUS VivoBook,7070.32,10,0.21,269.96
ORD-002325,2022-03-29,2022-04-05,First Class,CUS-8340,Emily Wilson,Home Office,Australia,Sydney,Sydney,Asia Pacific,PRD-1125,Technology,Phones,Samsung Galaxy S21,556.68,1,0.06,77.85
ORD-002088,2022-03-29,2022-04-01,First Class,CUS-8096,Nancy Thomas,Consumer,Italy,Rome,Rome,Europe,PRD-0739,Furniture,Chairs,Office Chair,4309.06,10,0.03,659.55
ORD-002230,2022-03-29,2022-04-02,First Class,CUS-4962,William Brown,Home Office,India,Delhi,Delhi,Asia Pacific,PRD-6228,Office Supplies,Binders,Index Binder,56.77,5,0.11,8.7
ORD-000057,2022-03-29,2022-03-31,Same Day,CUS-1282,Michael Martinez,Corporate,Argentina,La Plata,La Plata,South America,PRD-5769,Technology,Accessories,Keyboard,271.61,10,0.17,10.11
ORD-001827,2022-03-29,2022-03-31,Standard Class,CUS-3879,Robert Jones,Home Office,Italy,Milan,Milan,Europe,PRD-0739,Furniture,Chairs,Office Chair,2059.25,5,0.05,284.63
ORD-004624,2022-03-30,2022-04-05,First Class,CUS-9513,William Brown,Consumer,Chile,Valparaíso,Valparaíso,South America,PRD-7357,Office Supplies,Storage,Storage Box,25.08,1,0.2,2.7
ORD-004417,2022-03-30,2022-04-02,Same Day,CUS-8792,Michael Moore,Home Office,Chile,Concepción,Concepción,South America,PRD-4129,Furniture,Chairs,Conference Chair,689.33,3,0.07,87.33
ORD-000535,2022-03-30,2022-04-03,Standard Class,CUS-8014,Lisa Davis,Home Office,Brazil,Fortaleza,Fortaleza,South America,PRD-3599,Furniture,Tables,Standing Desk,2023.76,6,0.05,138.1
ORD-001164,2022-03-30,2022-04-04,Same Day,CUS-2825,Lisa Johnson,Consumer,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-6228,Office Supplies,Binders,Index Binder,68.26,6,0.02,9.83
ORD-002561,2022-03-31,2022-04-07,First Class,CUS-7151,Jane Taylor,Home Office,United Kingdom,London,London,Europe,PRD-9999,Office Supplies,Paper,Color Paper,82.18,3,0.1,24.68
ORD-004449,2022-03-31,2022-04-01,Same Day,CUS-7265,Patricia Thomas,Corporate,Argentina,Mendoza,Mendoza,South America,PRD-5635,Technology,Accessories,Webcam,212.48,6,0.14,-5.76
ORD-001191,2022-03-31,2022-04-07,Standard Class,CUS-8549,William Brown,Consumer,United States,New York,New York,North America,PRD-7495,Office Supplies,Art,Art Supplies,23.88,1,0.14,7.95
ORD-000464,2022-03-31,2022-04-01,Second Class,CUS-6901,Jane Williams,Corporate,Canada,Montreal,Montreal,North America,PRD-0608,Technology,Accessories,Laptop Bag,159.5,3,0.1,13.69
ORD-000329,2022-04-01,2022-04-08,Standard Class,CUS-7755,Jane Smith,Corporate,Argentina,Rosario,Rosario,South America,PRD-4723,Technology,Computers,Dell Laptop,5348.55,6,0.15,207.98
ORD-003733,2022-04-01,2022-04-07,Same Day,CUS-3139,John Jackson,Corporate,United States,Houston,Houston,North America,PRD-5635,Technology,Accessories,Webcam,601.92,10,0.12,74.12
ORD-001235,2022-04-01,2022-04-06,First Class,CUS-9859,David Wilson,Home Office,Australia,Perth,Perth,Asia Pacific,PRD-5347,Office Supplies,Paper,Cardstock,41.78,3,0.17,13.95
ORD-002377,2022-04-01,2022-04-02,First Class,CUS-8327,Michael Smith,Home Office,Italy,Turin,Turin,Europe,PRD-6662,Technology,Computers,Lenovo ThinkPad,1244.86,1,0.14,63.92
ORD-004092,2022-04-01,2022-04-02,Second Class,CUS-6086,David Anderson,Home Office,Argentina,Rosario,Rosario,South America,PRD-8950,Office Supplies,Storage,Cabinet Organizer,97.27,3,0.06,8.62
ORD-001614,2022-04-01,2022-04-04,Standard Class,CUS-7905,Patricia Miller,Consumer,Australia,Brisbane,Brisbane,Asia Pacific,PRD-9999,Office Supplies,Paper,Color Paper,110.74,9,0.25,30.93
ORD-001604,2022-04-01,2022-04-05,First Class,CUS-6480,Thomas Wilson,Home Office,Argentina,Córdoba,Córdoba,South America,PRD-8531,Technology,Accessories,Wireless Mouse,178.38,4,0.03,-7.06
ORD-004994,2022-04-01,2022-04-02,Second Class,CUS-7741,Jane Moore,Home Office,Australia,Perth,Perth,Asia Pacific,PRD-5620,Technology,Accessories,USB Cable,379.38,8,0.04,48.58
ORD-002901,2022-04-01,2022-04-02,Standard Class,CUS-7052,Robert Garcia,Consumer,Japan,Fukuoka,Fukuoka,Asia Pacific,PRD-8531,Technology,Accessories,Wireless Mouse,219.85,5,0.17,24.37
ORD-003941,2022-04-01,2022-04-05,Same Day,CUS-1493,Emily Rodriguez,Home Office,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-9999,Office Supplies,Paper,Color Paper,97.84,6,0.13,-4.26
ORD-003098,2022-04-02,2022-04-07,Standard Class,CUS-9328,James Smith,Consumer,Italy,Milan,Milan,Europe,PRD-5263,Technology,Phones,iPhone 13,4730.79,5,0.11,-247.25
ORD-002542,2022-04-02,2022-04-04,Second Class,CUS-7989,Thomas Anderson,Consumer,Argentina,Buenos Aires,Buenos Aires,South America,PRD-4723,Technology,Computers,Dell Laptop,9271.03,10,0.1,-207.46
ORD-003423,2022-04-02,2022-04-04,Second Class,CUS-1155,Jane Jones,Corporate,Chile,Antofagasta,Antofagasta,South America,PRD-2294,Technology,Computers,MacBook Pro,6607.42,8,0.13,353.75
ORD-003582,2022-04-02,2022-04-07,First Class,CUS-2925,Patricia Wilson,Consumer,United States,Los Angeles,Los Angeles,North America,PRD-3714,Furniture,Tables,Conference Table,1654.89,3,0.09,374.76
ORD-004875,2022-04-03,2022-04-05,First Class,CUS-5136,Robert Thomas,Consumer,Japan,Osaka,Osaka,Asia Pacific,PRD-1125,Technology,Phones,Samsung Galaxy S21,5049.7,9,0.18,597.99
ORD-003545,2022-04-03,2022-04-08,Same Day,CUS-1424,Jane Taylor,Home Office,Japan,Tokyo,Tokyo,Asia Pacific,PRD-7357,Office Supplies,Storage,Storage Box,178.02,6,0.07,56.17
ORD-001717,2022-04-03,2022-04-07,Standard Class,CUS-3635,Robert Brown,Home Office,Brazil,Salvador,Salvador,South America,PRD-7495,Office Supplies,Art,Art Supplies,184.06,9,0.03,21.95
ORD-003421,2022-04-03,2022-04-05,Same Day,CUS-3622,Nancy Garcia,Corporate,India,Hyderabad,Hyderabad,Asia Pacific,PRD-7727,Office Supplies,Paper,Legal Pad,43.91,3,0.24,7.55
ORD-001909,2022-04-03,2022-04-10,Second Class,CUS-1187,John Thomas,Home Office,Germany,Munich,Munich,Europe,PRD-4485,Furniture,Chairs,Ergonomic Chair,2101.79,7,0.1,367.73
ORD-000157,2022-04-03,2022-04-07,Standard Class,CUS-9108,Nancy Martinez,Corporate,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-3103,Office Supplies,Art,Markers,121.78,10,0.32,6.35
ORD-000411,2022-04-03,2022-04-05,Same Day,CUS-8597,Jane Wilson,Corporate,Canada,Montreal,Montreal,North America,PRD-3599,Furniture,Tables,Standing Desk,5023.28,8,0.1,800.96
ORD-000069,2022-04-04,2022-04-06,Same Day,CUS-8245,James Garcia,Home Office,Mexico,Monterrey,Monterrey,North America,PRD-7521,Office Supplies,Binders,Presentation Binder,149.86,8,0.0,27.86
ORD-004848,2022-04-04,2022-04-08,First Class,CUS-8399,Sarah Williams,Consumer,Argentina,Córdoba,Córdoba,South America,PRD-5620,Technology,Accessories,USB Cable,360.4,9,0.04,-8.88
ORD-000330,2022-04-04,2022-04-11,Second Class,CUS-6439,Nancy Anderson,Corporate,India,Hyderabad,Hyderabad,Asia Pacific,PRD-2421,Furniture,Tables,Office Desk,3158.06,8,0.1,560.41
ORD-002731,2022-04-04,2022-04-10,Standard Class,CUS-5650,William Moore,Consumer,United States,Los Angeles,Los Angeles,North America,PRD-7087,Furniture,Chairs,Gaming Chair,1524.33,4,0.08,302.67
ORD-002768,2022-04-04,2022-04-05,Second Class,CUS-3748,Patricia Taylor,Home Office,Spain,Barcelona,Barcelona,Europe,PRD-9753,Furniture,Furnishings,Desk Lamp,1102.32,7,0.11,-55.93
ORD-002642,2022-04-04,2022-04-05,First Class,CUS-3893,John Anderson,Consumer,United States,San Diego,San Diego,North America,PRD-4553,Technology,Phones,OnePlus 9,5186.95,8,0.19,478.34
ORD-003762,2022-04-04,2022-04-06,Same Day,CUS-5529,Emily Anderson,Corporate,United States,Los Angeles,Los Angeles,North America,PRD-2542,Furniture,Furnishings,File Storage,223.85,2,0.23,30.33
ORD-001983,2022-04-05,2022-04-07,First Class,CUS-6546,Jane Wilson,Home Office,Spain,Seville,Seville,Europe,PRD-7039,Technology,Phones,Google Pixel 6,6802.49,7,0.0,677.35
ORD-000345,2022-04-05,2022-04-08,Second Class,CUS-9691,Nancy Smith,Home Office,Germany,Hamburg,Hamburg,Europe,PRD-3599,Furniture,Tables,Standing Desk,2846.58,5,0.02,516.61
ORD-001570,2022-04-05,2022-04-10,Second Class,CUS-8823,William Williams,Home Office,Brazil,Salvador,Salvador,South America,PRD-6424,Furniture,Chairs,Executive Chair,369.71,2,0.12,-16.78
ORD-000004,2022-04-05,2022-04-09,Same Day,CUS-3045,Richard Williams,Home Office,Canada,Vancouver,Vancouver,North America,PRD-3103,Office Supplies,Art,Markers,32.37,1,0.0,12.99
ORD-003624,2022-04-05,2022-04-09,Second Class,CUS-8295,Robert Moore,Consumer,Australia,Sydney,Sydney,Asia Pacific,PRD-0739,Furniture,Chairs,Office Chair,1514.65,6,0.01,398.39
ORD-003302,2022-04-05,2022-04-07,Same Day,CUS-6140,Richard Martinez,Home Office,France,Paris,Paris,Europe,PRD-7357,Office Supplies,Storage,Storage Box,131.09,3,0.18,26.68
ORD-000879,2022-04-05,2022-04-08,Second Class,CUS-3833,Robert Rodriguez,Corporate,Australia,Perth,Perth,Asia Pacific,PRD-9753,Furniture,Furnishings,Desk Lamp,119.65,1,0.18,27.75
ORD-004074,2022-04-05,2022-04-10,Second Class,CUS-9082,James Smith,Corporate,Mexico,Tijuana,Tijuana,North America,PRD-0608,Technology,Accessories,Laptop Bag,313.47,6,0.07,22.1
ORD-000790,2022-04-06,2022-04-08,Same Day,CUS-9334,David Jackson,Home Office,United States,Phoenix,Phoenix,North America,PRD-2650,Office Supplies,Storage,File Box,229.19,5,0.07,82.09
ORD-004916,2022-04-06,2022-04-12,Second Class,CUS-4471,Nancy Johnson,Home Office,Australia,Melbourne,Melbourne,Asia Pacific,PRD-7039,Technology,Phones,Google Pixel 6,1958.5,3,0.07,271.6
ORD-001799,2022-04-06,2022-04-07,Same Day,CUS-7387,Nancy Jones,Consumer,Italy,Turin,Turin,Europe,PRD-7708,Office Supplies,Binders,Zip Binder,153.2,8,0.1,17.32
ORD-002234,2022-04-06,2022-04-11,Standard Class,CUS-6915,Jane Smith,Consumer,Brazil,São Paulo,São Paulo,South America,PRD-9753,Furniture,Furnishings,Desk Lamp,878.06,9,0.11,83.47
ORD-001558,2022-04-06,2022-04-09,Second Class,CUS-2393,Jane Jackson,Home Office,Mexico,Guadalajara,Guadalajara,North America,PRD-1622,Office Supplies,Art,Pencils,296.64,10,0.14,43.95
ORD-000627,2022-04-06,2022-04-07,Standard Class,CUS-8671,Linda Williams,Corporate,Australia,Melbourne,Melbourne,Asia Pacific,PRD-9402,Office Supplies,Paper,Notebook,104.3,8,0.21,27.72
ORD-000849,2022-04-07,2022-04-11,First Class,CUS-2461,Michael Garcia,Corporate,India,Bangalore,Bangalore,Asia Pacific,PRD-7039,Technology,Phones,Google Pixel 6,512.78,1,0.15,31.3
ORD-000121,2022-04-07,2022-04-12,Standard Class,CUS-3317,Patricia Martinez,Home Office,Argentina,Rosario,Rosario,South America,PRD-5347,Office Supplies,Paper,Cardstock,26.73,2,0.13,-1.46
ORD-002226,2022-04-07,2022-04-12,Second Class,CUS-7687,Patricia Smith,Corporate,Mexico,Monterrey,Monterrey,North America,PRD-5769,Technology,Accessories,Keyboard,451.86,8,0.18,29.7
ORD-003383,2022-04-07,2022-04-09,Same Day,CUS-6252,Richard Brown,Corporate,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-1622,Office Supplies,Art,Pencils,142.53,8,0.2,-9.82
ORD-002078,2022-04-07,2022-04-11,First Class,CUS-2970,James Martinez,Corporate,Chile,Santiago,Santiago,South America,PRD-4485,Furniture,Chairs,Ergonomic Chair,703.62,3,0.16,53.7
ORD-001005,2022-04-07,2022-04-08,Second Class,CUS-1231,Robert Rodriguez,Corporate,Chile,Valparaíso,Valparaíso,South America,PRD-1465,Technology,Computers,ASUS VivoBook,1557.96,2,0.12,102.68
ORD-001274,2022-04-08,2022-04-10,Second Class,CUS-5578,Emily Smith,Consumer,Brazil,Rio de Janeiro,Rio de Janeiro,South America,PRD-4342,Furniture,Furnishings,Cabinet,331.71,3,0.07,27.23
ORD-000322,2022-04-08,2022-04-15,First Class,CUS-5395,Michael Anderson,Corporate,United States,Chicago,Chicago,North America,PRD-5347,Office Supplies,Paper,Cardstock,19.72,1,0.14,4.98
ORD-004648,2022-04-08,2022-04-11,Same Day,CUS-2713,John Wilson,Consumer,Brazil,São Paulo,São Paulo,South America,PRD-5263,Technology,Phones,iPhone 13,4007.32,7,0.02,193.16
ORD-002094,2022-04-08,2022-04-15,Second Class,CUS-3223,David Rodriguez,Consumer,Argentina,Córdoba,Córdoba,South America,PRD-5635,Technology,Accessories,Webcam,29.31,1,0.17,1.03
